dataset_name,feature_1,feature_2,pearson_correlation,abs_correlation
INDIA_CENSUS_2011,HIGHER_EDUCATION,AGE_GROUP_30_49,0.8922,0.8922
INDIA_CENSUS_2011,HIGHER_EDUCATION,AGE_GROUP_50,0.8769,0.8769
INDIA_CENSUS_2011,GRADUATE_EDUCATION,AGE_GROUP_0_29,0.7358,0.7358
INDIA_CENSUS_2011,GRADUATE_EDUCATION,AGE_GROUP_30_49,0.8481,0.8481
INDIA_CENSUS_2011,GRADUATE_EDUCATION,AGE_GROUP_50,0.818,0.818
INDIA_CENSUS_2011,AGE_GROUP_0_29,AGE_GROUP_30_49,0.9502,0.9502
INDIA_CENSUS_2011,AGE_GROUP_0_29,AGE_GROUP_50,0.9187,0.9187
INDIA_CENSUS_2011,AGE_GROUP_30_49,AGE_GROUP_50,0.9803,0.9803
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,NUMBER_OF_WOMEN_AGE_15_49_YEARS_INTERVIEWED,0.9997,0.9997
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,NUMBER_OF_MEN_AGE_15_54_YEARS_INTERVIEWED,0.9996,0.9996
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,FEMALE_POPULATION_AGE_6_YEARS_AND_ABOVE_WHO_EVER_ATTENDED_SCHOOL,-0.0912,0.0912
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,POPULATION_BELOW_AGE_15_YEARS,0.1406,0.1406
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,SEX_RATIO_OF_THE_TOTAL_POPULATION_FEMALES_PER_1_000_MALES,0.046,0.046
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,SEX_RATIO_AT_BIRTH_FOR_CHILDREN_BORN_IN_THE_LAST_FIVE_YEARS_FEMALES_PER_1_000_MALES,0.0372,0.0372
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_AGE_5_YEARS_WHOSE_BIRTH_WAS_REGISTERED_WITH_THE_CIVIL_AUTHORITY,-0.1474,0.1474
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,DEATHS_IN_THE_LAST_3_YEARS_REGISTERED_WITH_THE_CIVIL_AUTHORITY,-0.0051,0.0051
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,POPULATION_LIVING_IN_HOUSEHOLDS_WITH_ELECTRICITY,-0.1985,0.1985
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,POPULATION_LIVING_IN_HOUSEHOLDS_WITH_AN_IMPROVED_DRINKING_WATER_SOURCE1,0.0191,0.0191
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,POPULATION_LIVING_IN_HOUSEHOLDS_THAT_USE_AN_IMPROVED_SANITATION_FACILITY2,-0.1507,0.1507
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,HOUSEHOLDS_USING_CLEAN_FUEL_FOR_COOKING3,-0.1511,0.1511
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,HOUSEHOLDS_USING_IODIZED_SALT,-0.1099,0.1099
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,HOUSEHOLDS_WITH_ANY_USUAL_MEMBER_COVERED_UNDER_A_HEALTH_INSURANCE_FINANCING_SCHEME,0.0156,0.0156
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_5_YEARS_WHO_ATTENDED_PRE_PRIMARY_SCHOOL_DURING_THE_SCHOOL_YEAR_2019_20,-0.0313,0.0313
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_WHO_ARE_LITERATE4,-0.1227,0.1227
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_WHO_ARE_LITERATE4,-0.0147,0.0147
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_WITH_10_OR_MORE_YEARS_OF_SCHOOLING,-0.1325,0.1325
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_WITH_10_OR_MORE_YEARS_OF_SCHOOLING,-0.0529,0.0529
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,-0.1312,0.1312
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_WHO_HAVE_EVER_USED_THE_INTERNET,-0.0235,0.0235
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_20_24_YEARS_MARRIED_BEFORE_AGE_18_YEARS,0.1612,0.1612
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_25_29_YEARS_MARRIED_BEFORE_AGE_21_YEARS,0.1619,0.1619
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,TOTAL_FERTILITY_RATE_NUMBER_OF_CHILDREN_PER_WOMAN,0.1711,0.1711
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_19_YEARS_WHO_WERE_ALREADY_MOTHERS_OR_PREGNANT_AT_THE_TIME_OF_THE_SURVEY,0.08,0.08
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,ADOLESCENT_FERTILITY_RATE_FOR_WOMEN_AGE_15_19_YEARS5,0.1208,0.1208
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,NEONATAL_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.1998,0.1998
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,INFANT_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.1929,0.1929
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,UNDER_FIVE_MORTALITY_RATE_PER_1000_LIVE_BIRTHS,0.1924,0.1924
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_METHOD6,0.0433,0.0433
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_ANY_MODERN_METHOD6,0.0597,0.0597
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_FEMALE_STERILIZATION,0.0904,0.0904
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_MALE_STERILIZATION,-0.0189,0.0189
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_IUD_PPIUD,-0.0896,0.0896
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_PILL,-0.0259,0.0259
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_CONDOM,-0.0299,0.0299
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USE_OF_FAMILY_PLANNING_METHODS_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_INJECTABLES,-0.035,0.035
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,TOTAL_UNMET_NEED_FOR_FAMILY_PLANNING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.0293,0.0293
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,UNMET_NEED_FOR_SPACING_CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_7,-0.0439,0.0439
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,HEALTH_WORKER_EVER_TALKED_TO_FEMALE_NON_USERS_ABOUT_FAMILY_PLANNING,0.0944,0.0944
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CURRENT_USERS_EVER_TOLD_ABOUT_SIDE_EFFECTS_OF_CURRENT_METHOD_OF_FAMILY_PLANNING8,0.0853,0.0853
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHO_HAD_AN_ANTENATAL_CHECK_UP_IN_THE_FIRST_TRIMESTER_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0958,0.0958
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHO_HAD_AT_LEAST_4_ANTENATAL_CARE_VISITS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1357,0.1357
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,0.029,0.029
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1169,0.1169
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_180_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.102,0.102
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,REGISTERED_PREGNANCIES_FOR_WHICH_THE_MOTHER_RECEIVED_A_MOTHER_AND_CHILD_PROTECTION_MCP_CARD_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0466,0.0466
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MOTHERS_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0525,0.0525
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,AVERAGE_OUT_OF_POCKET_EXPENDITURE_PER_DELIVERY_IN_A_PUBLIC_HEALTH_FACILITY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_RS,-0.0853,0.0853
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_BORN_AT_HOME_WHO_WERE_TAKEN_TO_A_HEALTH_FACILITY_FOR_A_CHECK_UP_WITHIN_24_HOURS_OF_BIRTH_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0338,0.0338
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0244,0.0244
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,INSTITUTIONAL_BIRTHS_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0525,0.0525
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,INSTITUTIONAL_BIRTHS_IN_PUBLIC_FACILITY_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0356,0.0356
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,HOME_BIRTHS_THAT_WERE_CONDUCTED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,0.0833,0.0833
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,BIRTHS_ATTENDED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,-0.067,0.067
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,BIRTHS_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1197,0.1197
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,BIRTHS_IN_A_PRIVATE_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.043,0.043
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,BIRTHS_IN_A_PUBLIC_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.1587,0.1587
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_EITHER_VACCINATION_CARD_OR_MOTHER_S_RECALL11,0.0904,0.0904
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_VACCINATION_CARD_ONLY12,0.0802,0.0802
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_BCG,0.0978,0.0978
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_POLIO_VACCINE13,0.0921,0.0921
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_DPT_VACCINE,0.0936,0.0936
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_THE_FIRST_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,0.0966,0.0966
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_24_35_MONTHS_WHO_HAVE_RECEIVED_A_SECOND_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,0.0934,0.0934
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_ROTAVIRUS_VACCINE14,0.0929,0.0929
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_HEPATITIS_B_VACCINE,0.0936,0.0936
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_9_35_MONTHS_WHO_RECEIVED_A_VITAMIN_A_DOSE_IN_THE_LAST_6_MONTHS,0.0257,0.0257
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PUBLIC_HEALTH_FACILITY,0.0998,0.0998
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PRIVATE_HEALTH_FACILITY,-0.0005,0.0005
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,PREVALENCE_OF_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_CHILDREN_UNDER_AGE_5_YEARS,0.1069,0.1069
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_WITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_WHO_RECEIVED_ORAL_REHYDRATION_SALTS_ORS_CHILDREN_UNDER_AGE_5_YEARS,0.1149,0.1149
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_WITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_WHO_RECEIVED_ZINC_CHILDREN_UNDER_AGE_5_YEARS,0.12,0.12
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_SWITH_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_TAKEN_TO_A_HEALTH_FACILITY_OR_HEALTH_PROVIDER_CHILDREN_UNDER_AGE_5_YEARS,0.1296,0.1296
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_PREVALENCE_OF_SYMPTOMS_OF_ACUTE_RESPIRATORY_INFECTION_ARI_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_CHILDREN_UNDER_AGE_5_YEARS,0.0612,0.0612
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_WITH_FEVER_OR_SYMPTOMS_OF_ARI_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_TAKEN_TO_A_HEALTH_FACILITY_OR_HEALTH_PROVIDER_CHILDREN_UNDER_AGE_5_YEARS,0.0977,0.0977
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_AGE_3_YEARS_BREASTFED_WITHIN_ONE_HOUR_OF_BIRTH15,-0.0595,0.0595
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_AGE_6_MONTHS_EXCLUSIVELY_BREASTFED16,0.1041,0.1041
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_6_8_MONTHS_RECEIVING_SOLID_OR_SEMI_SOLID_FOOD_AND_BREASTMILK16,0.0889,0.0889
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.0049,0.0049
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,NON_BREASTFEEDING_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,0.073,0.073
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,TOTAL_CHILDREN_AGE_6_23_MONTHS_RECEIVING_AN_ADEQUATE_DIET16_17,-0.0019,0.0019
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_5_YEARS_WHO_ARE_STUNTED_HEIGHT_FOR_AGE_18,0.1925,0.1925
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_5_YEARS_WHO_ARE_WASTED_WEIGHT_FOR_HEIGHT_18,0.133,0.133
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_5_YEARS_WHO_ARE_SEVERELY_WASTED_WEIGHT_FOR_HEIGHT_19,0.1128,0.1128
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_5_YEARS_WHO_ARE_UNDERWEIGHT_WEIGHT_FOR_AGE_18,0.2013,0.2013
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_UNDER_5_YEARS_WHO_ARE_OVERWEIGHT_WEIGHT_FOR_HEIGHT_20,-0.1297,0.1297
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2_21,0.1999,0.1999
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_YEARS_WHOSE_BODY_MASS_INDEX_BMI_IS_BELOW_NORMAL_BMI_18_5_KG_M2,0.1941,0.1941
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2_21,-0.1508,0.1508
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_YEARS_WHO_ARE_OVERWEIGHT_OR_OBESE_BMI_25_0_KG_M2,-0.0961,0.0961
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_85,-0.105,0.105
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_90,0.0083,0.0083
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,CHILDREN_AGE_6_59_MONTHS_WHO_ARE_ANAEMIC_11_0_G_DL_22,0.113,0.113
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,NON_PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_12_0_G_DL_22,0.0605,0.0605
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_11_0_G_DL_22,0.1272,0.1272
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,ALL_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC22,0.0661,0.0661
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,ALL_WOMEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC22,0.0747,0.0747
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,0.0669,0.0669
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,0.128,0.128
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,-0.0322,0.0322
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,-0.0403,0.0403
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,-0.0457,0.0457
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,-0.0128,0.0128
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,-0.0394,0.0394
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,-0.0398,0.0398
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,-0.0071,0.0071
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,0.0063,0.0063
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,-0.0345,0.0345
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,-0.0376,0.0376
NFHS_5_FACTSHEETS,NUMBER_OF_HOUSEHOLDS_SURVEYED,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,-0.0325,0.0325
